keyword,hospital,title,description,originallink,link,pubDate,collected_at
서울아산병원,서울아산병원,[부고]박충서(전 한국교총 사무총장)씨 모친상,"모친상, 신경호(전 아주산업 상무이사)·이경희(전 청주대 교수)씨 장모상, 조정숙·이창림·김현자(두원공과대학교 교수)씨 시모상=29일, 서울아산병원 장례식장, 발인 31일 오전 5시, 경남 산청 가족 납골당. 02-3010-2000",https://www.newsis.com/view/NISX20260529_0003649588,https://n.news.naver.com/mnews/article/003/0013976440?sid=102,"Fri, 29 May 2026 16:28:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"코어라인소프트 ""에이뷰 렁 텍스처, 디지털 바이오마커로 확장""",최근 발표된 임상 연구에 따르면 서울아산병원 연구진은 에이뷰 렁 텍스처를 활용해 산출한 '파이브로시스 스코어'(Fibrosis Score) 변화량이 진행성 폐섬유화(Progressive Pulmonary Fibrosis·PPF) 환자의 예후를 예측하는 데... ,https://www.rapportian.com/news/articleView.html?idxno=236569,https://www.rapportian.com/news/articleView.html?idxno=236569,"Fri, 29 May 2026 16:18:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,[부고]박충서(한국교총 전 사무총장)씨 모친상,"한국교총 사무총장)씨 모친상, 신경호(전 아주산업 상무이사)·이경희(전 청주대 교수)씨 장모상, 조정숙·이창림·김현자(두원공과대학교 교수)씨 시모상 = 29일 서울아산병원 장례식장, 발인 31일 오전 5시, 02-3010-2000",https://www.edaily.co.kr/news/newspath.asp?newsid=04923286645453840,https://n.news.naver.com/mnews/article/018/0006293325?sid=102,"Fri, 29 May 2026 16:15:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"인천상륙작전·서울수복 참전용사 이영환 옹, 94세로 별세","아들 이철호·근호 씨, 딸 이남주·현주 씨, 며느리 김성희 씨, 사위 한영섭·서장수 씨 등이 있다. 빈소는 서울아산병원 장례식장 23호실에 설치됐으며, 발인은 30일 오전 10시에 진행된다. 장지는 국립서울현충원이다.",https://www.insight.co.kr/news/556165,https://www.insight.co.kr/news/556165,"Fri, 29 May 2026 15:46:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,“눈 들어내자” 두 살배기에 청천벽력 통보…기적 만든 수술[메디컬 인...,"수술이 무사히 끝나더라도 한쪽 눈 없이 자라며 아이가 받을 상처를 생각하니…” 29일 서울아산병원 안과 외래 진료실에서 만난 서경제(12·가명) 군의 엄마는 10년 전 상황을 묻자 눈시울이 붉어지더니, 한동안 말을 잇지... ",https://www.sedaily.com/article/20049756?ref=naver,https://n.news.naver.com/mnews/article/011/0004625832?sid=103,"Fri, 29 May 2026 14:43:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,인천상륙작전·서울수복 참전 이영환 옹 별세…향년 94세,"빈소는 서울아산병원 장례식장 23호실에 마련했다. 발인은 30일 오전 10시이며 장지는 국립서울현충원이다. (02)3010-2000 * 부고 게재 문의는 카톡 뉴스1제보, 이메일 (확인용 유족 연락처 포함)",https://www.news1.kr/society/general-society/6181677,https://n.news.naver.com/mnews/article/421/0008973818?sid=102,"Fri, 29 May 2026 14:31:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"""5·18은 절대공동체의 현현""… '오월의 사회과학' 쓴 최정운 교수 별세","기려 전남대가 제정한 후광학술상 제7회 수상작으로 선정됐다. 유족은 부인 한진희씨와 1남2녀(은오·민정·윤석씨), 며느리 김가람씨, 사위 박진영씨 등이 있다. 빈소 서울아산병원, 발인 30일 오전 7시. (02)3010-2000",https://www.hankookilbo.com/news/article/A2026052914090000489?did=NA,https://n.news.naver.com/mnews/article/469/0000933435?sid=103,"Fri, 29 May 2026 14:19:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"국가건강검진, 2030년까지 생애주기 맞춤형으로 개편…AI 활용·과잉검진...","이날 공청회에서는 복지부가 제4차 국가건강검진 종합계획안을 발표한 뒤, 선우성 서울아산병원 가정의학과 교수를 좌장으로 ‘국민이 신뢰하고 만족하는 국가건강검진체계 발전 방안’을 주제로 패널토의가 진행됐다.... ",https://www.medigatenews.com/news/1614405251,https://www.medigatenews.com/news/1614405251,"Fri, 29 May 2026 13:58:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,청라 개발 다음 무대는 생활권 경쟁 … 인천 서구 주거지도 재편,"29일 부동산업계에 따르면 서울도시철도 7호선 청라연장선과 청라하늘대교, 서울아산청라병원, 스타필드청라 등 주요 기반시설 조성 사업이 속도를 내면서 주변 지역 주거 수요에도 영향을 미치고 있다. 가장 큰 변화는... ",https://biz.newdaily.co.kr/site/data/html/2026/05/29/2026052900153.html,https://biz.newdaily.co.kr/site/data/html/2026/05/29/2026052900153.html,"Fri, 29 May 2026 13:44:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"코어라인, 흉부 CT AI 넘어 예후 예측 플랫폼 확장",최근 서울아산병원 연구진은 코어라인소프트의 'AVIEW Lung Texture'를 활용해 산출한 Fibrosis Score 변화량이 진행성 폐섬유화 환자의 예후를 예측하는 데 의미 있는 지표가 될 수 있음을 확인했다. Fibrosis Score는 흉부 CT... ,http://www.hansbiz.co.kr/news/articleView.html?idxno=841452,http://www.hansbiz.co.kr/news/articleView.html?idxno=841452,"Fri, 29 May 2026 13:20:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,수술기법 공유에 후학 양성까지··· 의사들이 학회에 모이는 이유 [의...,"송기병 학회 교육이사(서울아산병원 간담도췌외과 교수)는 “예를 들어 맹장 수술을 한다고 치면 복강 안에 있으니까 복부를 열어서 들어가는 방법 외엔 잘 생각해보지 않았는데, 오늘 산부인과 선생님의 발표에선 바로... ",https://www.khan.co.kr/article/202605291318001,https://n.news.naver.com/mnews/article/032/0003448748?sid=103,"Fri, 29 May 2026 13:18:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"백혈병 투병하다 하늘나라로 떠난 5살 아들 생일날, 1000만원 기부한 아...",소아 백혈병으로 아들을 잃은 이진규씨가 비급여 치료비 부담을 겪는 환아들을 위해 서울아산병원에 1000만원을 기부했다. 지난 27일 이진규(44)씨는 오후 서울아산병원에 1000만원을 기부했다. 이 병원은 이씨의 아들... ,https://www.insight.co.kr/news/556098,https://www.insight.co.kr/news/556098,"Fri, 29 May 2026 13:10:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,역시 유재석…시청률 동시간대 1위 달성→미친 화제성으로 고공행진 중...,"서울아산병원 약제팀 소속 차승현, 박근미 약사는 하루 15만여 건의 처방을 소화하는 현장의 현실을 생생하게 전하며 시청자들에게 깊은 인상을 남겼다. 23년 차 소아 전문 약사 박근미는 500g 미만 미숙아를 위해 성인... ",https://www.tvreport.co.kr/breaking/article/1049073/,https://m.entertain.naver.com/article/213/0001388382,"Fri, 29 May 2026 13:01:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"가정연합, 박규남 전 성남일화 사장 성화식 엄수…“스포츠로 평화 비전...",세계평화통일가정연합(이하 가정연합)은 28일 서울아산병원 장례식장에서 박규남 전 성남일화 천마 축구단 사장(전 한국프로축구연맹 부회장)의 성화식(聖和式)을 엄수했다고 밝혔다. 고인은 지난 25일 향년 90세로... ,https://www.segye.com/newsView/20260529506666?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0004131566?sid=103,"Fri, 29 May 2026 12:27:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"1세대 조경가 정영선 대표, 포니정 혁신상","이후 50여년 동안 서울아산병원과 선유도공원, 여의도 샛강생태공원 등 다양한 조경 프로젝트를 진행하며 현대인에게 치유와 회복을 전했다. 2023년 한국인으로는 처음으로 ‘조경 분야의 노벨상’으로 불리는 제프리... ",https://biz.heraldcorp.com/article/10758692?ref=naver,https://n.news.naver.com/mnews/article/016/0002649791?sid=101,"Fri, 29 May 2026 11:41:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"코어라인소프트 ""흉부CT 분석 기술, 폐질환 진단 넘어 위험 평가""",서울아산병원 연구진은 코어라인소프트의 AVIEW Lung Texture를 활용해 산출한 '섬유화 점수' 변화량이 진행성 폐섬유화 환자의 예후 예측에 유의미한 지표가 될 수 있다고 밝혔다. 섬유화 점수는 흉부 CT 영상에서... ,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202605290401&t=NN,https://n.news.naver.com/mnews/article/215/0001253716?sid=101,"Fri, 29 May 2026 11:29:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"""소화가 예전 같지 않은 이유, 췌장 때문?""/ 서울아산병원 소화기내과 ...","서울아산병원 소화기내과 송태준 교수의 주제처럼, 반복되는 소화불량은 단순 위장 문제만이 아니라 췌장 기능 저하, 만성 췌장염, 드물게는 췌장암의 신호일 수도 있습니다. 특히 등으로 뻗치는 복통, 이유 없는 체중 감소... ",http://aftertherain.kr/sub/contents/view.php?seq=97101,http://aftertherain.kr/sub/contents/view.php?seq=97101,"Fri, 29 May 2026 11:02:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"""맥아더에 전하는 트럼프 메시지 기다렸는데""…이영환씨 별세","빈소는 서울아산병원 장례식장 23호실, 발인 30일 오전 10시, 장지 국립서울현충원. ☎ 02-3010-2000 chungwon@yna.co.kr ※ 부고 요청은 카톡 okjebo, 전화 02-398-3000, 이메일 , 팩스 02-398-3111(확인용 유족 연락처 필수)",https://www.yna.co.kr/view/AKR20260529062600704?input=1195m,https://n.news.naver.com/mnews/article/001/0016107123?sid=102,"Fri, 29 May 2026 10:44:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,접종 기간 두 달 연장...구로구 '2025-2026절기 코로나19 예방접종사업'...,"서울아산병원에 따르면, 코로나 바이러스는 사람이나 동물에서 호흡기 질환을 일으키는 바이러스로 감기를 일으키는 원인 바이러스 중 하나이다. 이 바이러스는 현미경으로 관찰했을 때 코로나(원 둘레에 방사형으로... ",https://www.cnbizm.com/news/articleView.html?idxno=304183,https://www.cnbizm.com/news/articleView.html?idxno=304183,"Fri, 29 May 2026 09:50:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,[부고] 오광진(조선비즈 이코노미조선 편집장)씨 부친상,"별세, 이현순씨 남편상, 오은성·오광진(조선비즈 이코노미조선 편집장)·오은경씨 부친상, 이재영씨 장인상 = 28일 오전 5시, 서울아산병원 장례식장 6호실, 발인 30일 오전 8시, 장지 국립서울현충원. (02)3010-2000",https://view.asiae.co.kr/article/2026052909454172971,https://n.news.naver.com/mnews/article/277/0005769420?sid=102,"Fri, 29 May 2026 09:45:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,[부고] 최재훈(컬리 부사장)씨 부친상,"(컬리 상품마케팅총괄 부사장)·최은선씨 부친상, 김상용(유민이엔지 대표)씨 장인상, 장정화씨 시부상 = 27일 오후 7시 43분, 서울아산병원 장례식장 35호실, 발인 30일 오전 9시, 장지 용인공원 아너스톤. (02)3010-2000",https://view.asiae.co.kr/article/2026052909444868241,https://n.news.naver.com/mnews/article/277/0005769417?sid=102,"Fri, 29 May 2026 09:44:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"‘연구중심병원 육성’ 외치면서, 연구원들은 여전히 비정규직","서울성모병원, 서울아산병원, 서울성모병원 세브란스병원, 아주대병원, 양산부산대병원, 이대목동병원, 인하대병원, 전남대병원, 한림대춘천성심병원 등 21개 병원이 연구중심병원의 지위를 유지한다. 실제 채용 조건도... ",https://health.chosun.com/site/data/html_dir/2026/05/28/2026052804001.html,https://n.news.naver.com/mnews/article/346/0000110577?sid=004,"Fri, 29 May 2026 09:13:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,금융혜택 적용 ‘푸르지오 스타셀라49’… 청라 개발호재 관심,"단지 인근에는 스타필드 청라와 돔구장 복합개발 사업이 추진되고 있으며, 서울아산청라병원도 2029년 개원을 목표로 조성 중이다. 하나금융타운 이전 계획도 추진되고 있다. 생활 인프라로는 코스트코 청라와... ",https://biz.heraldcorp.com/article/10757945?ref=naver,https://n.news.naver.com/mnews/article/016/0002649600?sid=101,"Fri, 29 May 2026 09:01:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,[부고] 최정운씨(서울대 정치외교학부 명예교수) 별세,"△ 최정운씨(서울대 정치외교학부 명예교수) 별세, 한진희씨 남편상, 최은오·민정·윤석씨 부친상, 김가람씨 시부상, 박진영씨 장인상 = 27일 오후 6시 47분, 서울아산병원 장례식장 3호실, 발인 30일 오전 7시... ",https://www.public25.com/news/articleView.html?idxno=47262,https://www.public25.com/news/articleView.html?idxno=47262,"Fri, 29 May 2026 08:46:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"임상건강증진학회 “먹는 콜라겐 피부 개선 효과, 근거 불충분”",대한임상건강증진학회는 지난 17일 서울아산병원 연구원 강당에서 열린 춘계학술대회에서 ‘보충제 신화를 해부한다: 알부민과 콜라겐 근거는 어디까지인가’를 주제로 세션을 진행했다. 이날 명승권 국립암센터 교수... ,https://mdtoday.co.kr/news/view/1065585605961519,https://mdtoday.co.kr/news/view/1065585605961519,"Fri, 29 May 2026 08:30:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"우미건설, 수주 채널 다변화...부동산 종합회사로 체질 개선","해당 사업에는 서울아산청라병원과 연구시설, 시니어 주거시설 등이 들어설 예정이다. 우미건설은 시니어 주거시설 운영에도 참여하는 방안을 검토 중인 것으로 알려졌다. 시니어 주거 분야에서는 구리갈매 공공지원... ",https://www.g-enews.com/view.php?ud=202605290741155640ea13369bfa_1,https://www.g-enews.com/view.php?ud=202605290741155640ea13369bfa_1,"Fri, 29 May 2026 08:30:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"韓 1세대 조경가 정영선 대표, 제20회 포니정 혁신상 수상","이후 50여 년 동안 서울아산병원과 선유도공원, 여의도 샛강생태공원 등 다양한 조경 프로젝트를 진행하며 현대인에게 치유와 회복을 전했다. 2023년 한국인으로는 처음으로 ‘조경 분야의 노벨상’으로 불리는 제프리... ",https://biz.heraldcorp.com/article/10758382?ref=naver,https://n.news.naver.com/mnews/article/016/0002649581?sid=101,"Fri, 29 May 2026 08:29:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,[부고] 최정운 씨(서울대 정치외교학부 명예교수) 별세,"■ 최정운 씨(서울대 정치외교학부 명예교수) 별세, 한진희 씨 남편상, 최은오·민정·윤석 씨 부친상, 김가람 씨 시부상, 박진영 씨 장인상 = 27일 오후 6시 47분, 서울아산병원 장례식장 3호실, 발인 30일 오전 7시... ",https://www.news1.kr/society/education/6181049,https://n.news.naver.com/mnews/article/421/0008972564?sid=102,"Fri, 29 May 2026 08:24:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,'오월의 사회과학' 저자 최정운 교수 별세,"독창적 개념으로 규명하며, 이를 국가 폭력에 맞서 인간 존엄성을 지키려 한 투쟁으로 평가했습니다. 빈소는 서울아산병원 장례식장에 마련됐으며, 발인은 오는 30일 엄수될 예정입니다. #최정운 #별세 #오월의사회과학자",https://kjmbc.co.kr/NewsArticle/1520782,https://kjmbc.co.kr/NewsArticle/1520782,"Fri, 29 May 2026 07:45:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,[부고] 최재훈(컬리 부사장)씨 부친상,"라이센스뉴스 = 황수정 기자 | ▲최정길씨 별세, 최재훈(컬리 상품마케팅총괄 부사장)씨 부친상=27일, 서울아산병원 장례식장 35호실, 발인 30일. ☎",https://www.lcnews.co.kr/news/articleView.html?idxno=202755,https://www.lcnews.co.kr/news/articleView.html?idxno=202755,"Fri, 29 May 2026 07:04:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,과장 광고·신용공여 논란 겹친 상조업계…소비자 피해 확산 우려,일부 게시물은 수도권 빅5 병원(삼성서울병원·서울대학교병원·서울성모병원·서울아산병원·세브란스병원)이나 상급종합병원 예약을 신속하게 잡아줄 수 있다는 것처럼 선전했다. 문제는 이러한 서비스 안내가 온라인... ,https://www.newspim.com/news/view/20260528000962,https://www.newspim.com/news/view/20260528000962,"Fri, 29 May 2026 06:00:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,5400억원 규모 서울아산병원 의약품 입찰 '최후의 승자는?',5400억원 규모의 서울아산병원 의약품 입찰에서 마지막에 웃은 의약품유통업체는 어디일까? 서울아산병원이 최근 실시한 연간소요의약품 입찰이 1차에 모든 그룹이 낙찰되면서 마무리됐다. 이번 입찰에서는... ,https://www.bosa.co.kr/news/articleView.html?idxno=3005106,https://www.bosa.co.kr/news/articleView.html?idxno=3005106,"Fri, 29 May 2026 06:00:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,[부고],"(051)464-5858 ●오충섭씨 별세, 이현순씨 남편상, 오은성·광진(조선비즈 이코노미조선 편집장)·은경씨 부친상, 이재영씨 장인상 = 28일 서울아산병원, 발인 30일. (02)3010-2000",https://www.seoul.co.kr/news/peoples/death/2026/05/29/20260529023004?wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003647872?sid=102,"Fri, 29 May 2026 05:04:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,포니정 혁신상 정영선 조경가 수상,"이후 50여년 동안 서울아산병원과 선유도공원, 여의도 샛강생태공원 등 주요 조경 프로젝트를 진행했다. 2023년 한국인으로는 처음으로 조경 분야의 노벨상이라고 불리는 제프리 젤리코상을 받았다.",https://www.seoul.co.kr/news/peoples/2026/05/29/20260529023007?wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003647875?sid=102,"Fri, 29 May 2026 05:04:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,[부고]김문생 별세 外,"장인상=28일 서울아산병원, 발인 30일 오전 8시 02-3010-2000 ◇이미경 씨 별세·김동준 경기일보 플랫폼운영지원부 과장 모친상=27일 경기 용인시 쉴낙원경기장례식장, 발인 30일 오전 7시 반 031-672-1009 ◇최정길... ",https://www.donga.com/news/People/article/all/20260529/134013297/2,https://n.news.naver.com/mnews/article/020/0003723115?sid=102,"Fri, 29 May 2026 04:34:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,"백혈병 투병하다 떠난 아들 생일 맞아, 1000만원 기부한 아빠","故 이예훈군 아버지 이진규씨 “돈 없어 치료 못 하는 아이 없어야"" “예훈이 또래 아이들 치료에 조금이나마 도움이 되면 좋겠습니다.” 27일 오후 서울아산병원에서 만난 이진규(44)씨가 병원에 1000만원을 기부하며 한... ",https://www.chosun.com/national/people/2026/05/29/VTK67CVDHFDV7ALWRG4TU2YT4E/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003979069?sid=102,"Fri, 29 May 2026 00:43:00 +0900",2026-05-29 23:54:08
서울아산병원,서울아산병원,[부음] 김문생 별세 외,"장인상=28일5시 서울아산병원, 발인 30일8시, (02)3010-2000 ▲전상욱 별세, 박갑순 남편상, 전성수 서울 서초구청장 후보·전성규·전소영 부친상, 김기홍 장인상, 정현주·김연진 시부상=27일10시37분... ",https://www.chosun.com/national/obituary-personnel/2026/05/29/NYWMSWLPKZAXHDOYTCEAU7E34Y/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003979066?sid=102,"Fri, 29 May 2026 00:43:00 +0900",2026-05-29 23:54:08
